Name,Property,Amplitude Dashboard,Amplitude Dashboard (1),Analysis Date,Bayes Outcome Report,Config Code,Don't Reshuffle 5%,Early Stopping Criteria,Exp Off: date/build,Experiment Type,Final Step,Hypothesis,Hypothesis Correct?,NHST Outcome Report,Overlappers,Owner,Platform,Power Analysis,Related to New Users Work (Property),Related to Onboarders Work (Experiment Card),Related to Trial2020 (Property),Run Dates,Screenshots,Stage,Stakeholders,Test Dates,Treatment Description,Version Number,uuid
New User EBM,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June 18, 2019 → July 8, 2019",NA,Complete-2019,"Paul Apollo, Robert Mohr",NA,NA,NA,04988fae-d88a-4145-8aa4-5bce371c88f7
Patterns Promo on Serving Size Page,No,https://analytics.amplitude.com/loseit/dashboard/km71bnp,NA,NA,NA,NA,No,NA,NA,"Logging, NewPromo",NA,NA,NA,NA,NA,Sarah Molhan,NA,NA,NA,NA,NA,"June 17, 2019 → July 11, 2019",NA,Complete-2019,NA,NA,NA,NA,734a6775-56b5-46f3-a63d-6397b837df89
iOS Native Barcode Scanner,No,https://s3-us-west-2.amazonaws.com/secure.notion-static.com/50fc2e58-eb1c-449e-8bcc-0be2b03ecbb6/Upload_a_screenshot,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June 17, 2019 → June 26, 2019",NA,Complete-2019,Patrick Rills,NA,NA,NA,ae394333-7713-4d79-b111-1c33cdd23737
Android: Premium Nutrients for New Users,No,https://s3-us-west-2.amazonaws.com/secure.notion-static.com/eac74fbd-14a6-4664-8abb-bcc59c36e8d8/screen_shot_2019-03-20_at_4.01.44_pm.png,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Experiment%201f19a/android_premium_nutrients.pdf,NA,NA,NA,NA,NA,NA,NA,"June 12, 2019 → June 23, 2019",NA,Complete-2019,"Whitney Klinkner, Eric Puidokas, Paul Heayn, Robert Mohr, Dave Gedarovich, Emma MacDonald",NA,NA,NA,bd80d992-8d48-4609-82d5-8c5a71070cca
Test Non-Sale General EBM Cadence,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June 12, 2019 → August 7, 2019",NA,Complete-2019,"Katie Bourdon, Olivia Xu",NA,NA,NA,7b6dac0a-3548-46d0-b291-06e1fe8741b3
iOS: Test ad placement at the top of the log screen,No,https://s3-us-west-2.amazonaws.com/secure.notion-static.com/e681c69e-dc5d-4202-b206-c1fa510cde44/Results,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Experiment%201f19a/log_banner_top.pdf,NA,NA,NA,NA,NA,NA,NA,"June 10, 2019 → June 25, 2019",NA,Complete-2019,"Paul Heayn, Patrick Wetherille, Paul Apollo, Alon Rivel, Eric Puidokas, Robert Mohr, Alex Wilson, Steve Massaroni, Whitney Klinkner",NA,NA,NA,1b9f519c-5dba-46ab-92d9-398f21b53676
iOS: Remove Locked Macro Items on Launcher,No,https://s3-us-west-2.amazonaws.com/secure.notion-static.com/4cc4280f-d2e9-421c-b298-29b0d25bda9c/Screen_Shot_2019-05-16_at_9.35.35_AM.png,NA,NA,NA,NA,No,NA,NA,Premium,NA,NA,NA,Experiment%201f19a/promo_launcher.pdf,NA,NA,NA,NA,NA,NA,NA,"June 3, 2019 → July 13, 2019",NA,Complete-2019,"Robert Mohr, Paul Heayn, Patrick Rills",NA,NA,NA,87eaf859-9628-4e52-9625-d099b6518013
Android Search Results Exclude Brand & Restaurant Sections,No,https://analytics.amplitude.com/loseit/dashboard/48oorfx,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May 31, 2019 → June 3, 2019",NA,Complete-2019,NA,NA,NA,NA,bf89f5cb-6865-41c8-9b44-e0a1d27fd99c
iOS $60 Price Test for New Users,No,https://s3-us-west-2.amazonaws.com/secure.notion-static.com/7731f23e-4a42-40be-8428-8ae56b67b015/Results,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Experiment%201f19a/iOSPrice60Redo_2020_03_03_(1).pdf,NA,NA,NA,NA,NA,NA,NA,"May 28, 2019 → June 10, 2019",NA,Complete-2019,"Paul Heayn, Olivia Xu, Raj Sathianarayanan, Patrick Wetherille, Eric Puidokas, Whitney Klinkner",NA,NA,NA,e318e734-4c96-42f0-920c-3b88172a51a8
30 Day Streak Test,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May 28, 2019 → June 24, 2019",NA,Complete-2019,"Katie Bourdon, Robert Mohr",NA,NA,NA,c4614f71-fb3b-472f-a39c-9d0d5ee95709
iOS: Remove Longboarding Questions and Only Show Longboarding Trial Page,No,https://analytics.amplitude.com/loseit/dashboard/jkb7e5h,NA,NA,NA,NA,No,NA,NA,Trial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May 13, 2019 → May 20, 2019",NA,Complete-2019,"Paul Heayn, Eric Puidokas, Patrick Wetherille, Olivia Xu",NA,NA,11.3.1,4b3140d1-b80b-42b7-a89c-4f367a6d596a
Logging: Spell Check Test,No,https://analytics.amplitude.com/loseit/dashboard/7xtkt8b,NA,NA,NA,NA,No,NA,NA,Logging,NA,NA,NA,https://docs.google.com/presentation/d/187Wp_vQg9BMGJBP5NZuLuMTp-O9N4MCI0IFanb2oABU/edit,NA,NA,NA,NA,NA,NA,NA,"May 6, 2019 → July 11, 2019",NA,Complete-2019,"Sarah Molhan, Alex Wilson, Mia Forte, Whitney Klinkner, Diandra Zaki, Nick Sal",NA,NA,NA,b42998d3-af4b-45f4-9032-f3c214e78d30
iOS Longboarding v3 50/50,No,https://analytics.amplitude.com/loseit/dashboard/vd1jqij,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Experiment%201f19a/ios-longboardingv3_(1).pdf,NA,NA,NA,NA,NA,NA,NA,"April 26, 2019 → May 13, 2019",NA,Complete-2019,"Raj Sathianarayanan, Paul Heayn, Whitney Klinkner, Sarah Molhan, Robert Mohr",NA,NA,NA,42aea9b6-4681-4417-bca2-b546154613e3
Lifetime 3 Day Streak Reward Testing,No,https://s3-us-west-2.amazonaws.com/secure.notion-static.com/85a19f3a-ad08-4cb6-9f9e-f860590ab621/Upload_a_screenshot,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April 24, 2019 → May 13, 2019",NA,Complete-2019,"Paul Apollo, Robert Mohr",NA,NA,NA,cbdbbbfe-5e95-4781-95cb-8dea413d10bc
iOS EBM In-App Promo Test,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April 9, 2019 → April 29, 2019",NA,Complete-2019,"Paul Heayn, Robert Mohr",NA,NA,NA,57ebc3a9-2448-4e68-ba6a-afd778b4201d
iOS Premium Nutrients for New Users,No,https://s3-us-west-2.amazonaws.com/secure.notion-static.com/848391d6-0476-46f7-af89-1b04da3aa9dc/screen_shot_2019-03-20_at_4.01.44_pm.png,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,"Experiment%201f19a/premium-nutrients-part2.pdf, Experiment%201f19a/premium-nutrients.pdf",NA,NA,NA,NA,NA,NA,NA,"March 29, 2019 → April 26, 2019",NA,Complete-2019,"Whitney Klinkner, Eric Puidokas, Paul Heayn, Robert Mohr",NA,NA,NA,7fbf8dbb-1459-4bb6-b80a-3622e8c4b688
Purchase Error Winback Alert,No,https://s3-us-west-2.amazonaws.com/secure.notion-static.com/b65b988d-5799-452b-b11e-c4299e2e88f6/IMG_0386.png,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Experiment%201f19a/Winback-04-04-2019.pdf,NA,NA,NA,NA,NA,NA,NA,"March 20, 2019 → April 1, 2019",NA,Complete-2019,"Mia Forte, Olivia Xu, Paul Heayn",NA,NA,NA,a04bbee2-255e-47a7-abd6-38f3e001d860
Android Onboarding 2,No,https://analytics.amplitude.com/loseit/dashboard/rd6uq3a,NA,NA,NA,NA,No,NA,NA,Onboarding,NA,NA,NA,Experiment%201f19a/android-onboarding2.pdf,NA,Emma MacDonald,NA,NA,NA,NA,NA,"March 15, 2019 → April 2, 2019",NA,Complete-2019,"Emma MacDonald, Sarah Molhan, Pete Wierzsomething, Robert Mohr",NA,NA,NA,8b8938fe-b823-41c2-9abd-cd9a9bd66538
Introductory pricing @ $29.99,No,https://s3-us-west-2.amazonaws.com/secure.notion-static.com/2f1641d9-6b3e-45fa-9ede-df3c6cc537fe/buy_button_text.png,NA,NA,NA,NA,No,NA,NA,Premium,NA,NA,NA,Experiment%201f19a/Intro-Pricing-03-11-2019V2.pdf,NA,NA,NA,NA,NA,NA,NA,"February 20, 2019 → March 1, 2019",NA,Complete-2019,"Alex Wilson, Patrick Rills, Paul Apollo, Olivia Xu",NA,"50% of users will have an introductory price on the Go Premium page, which can be accessed on most pages in the upper left hand screen.",NA,9485966f-6b40-4d9e-a608-3bd3ef8e0fb9
Hide My Day Take 2,No,https://analytics.amplitude.com/loseit/chart/0h8mqon,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February 7, 2019 → February 14, 2019",NA,Complete-2019,"Eric Puidokas, Whitney Klinkner, Patrick Wetherille",NA,NA,NA,de87f23d-3098-4f37-8b97-ef13c9fc810c
iOS Hide Nutrients Tab on My Day,No,https://analytics.amplitude.com/loseit/dashboard/w9yr8kl,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January 29, 2019 → February 7, 2019",NA,Complete-2019,"Patrick Rills, Sarah Molhan, Olivia Xu",NA,NA,NA,1b6c7671-0019-4bbc-bb1f-eba28b1e2005
Android Always Open App to Log Tab,No,https://analytics.amplitude.com/loseit/dashboard/a0yeo13,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January 25, 2019 → February 14, 2019",NA,Complete-2019,"Pete Wierzsomething, Robert Mohr, Sarah Molhan, Alex Wilson, Whitney Klinkner",NA,NA,NA,4bcf10d6-f297-4b81-91b8-dd748cc4e9bf
iOS Longboarding v2 50/50,No,https://analytics.amplitude.com/loseit/cohort/s446s6s,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January 23, 2019 → January 29, 2019",NA,Complete-2019,"Sarah Molhan, Olivia Xu, Patrick Rills, Raj Sathianarayanan",NA,NA,NA,9d64ce60-ff72-4f6f-876b-422b00e571a3
"Hide ""Create Account with Facebook"" button for 50% of new users (Android)",No,https://s3-us-west-2.amazonaws.com/secure.notion-static.com/e8e80ec7-6e68-46d1-9e52-8ad7fee0055c/Results,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Experiment%201f19a/And-FB-04-02-2019.pdf,NA,NA,NA,NA,NA,NA,NA,"January 23, 2019 → March 26, 2019",NA,Complete-2019,"Alex Wilson, Paul Heayn, Olivia Xu",NA,NA,NA,768ff675-56ce-48fc-bbf1-f094ed14f51c
Android Log Header Discoverability Dots,No,https://analytics.amplitude.com/loseit/dashboard/b7duio5,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,"https://docs.google.com/spreadsheets/d/162fd58dJ2J8MWmuh5MH6Xa02k5-agiQi-XJ---PM_ZY/edit#gid=0, https://drive.google.com/file/d/1o2HmfL4AIvQkiZusBXqPJzYcwPPuQZXU/view",NA,NA,NA,NA,NA,NA,NA,"January 16, 2019 → February 12, 2019",NA,Complete-2019,"Steve Massaroni, Pete Wierzsomething, Sarah Molhan",NA,NA,NA,d7fb9fe2-0e7c-4cc5-b558-bb0792d85a7b
And Progress,No,https://analytics.amplitude.com/loseit/dashboard/qm4w0pb,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Experiment%201f19a/andprogress_nine_months.pdf,NA,Emma MacDonald,Android,NA,NA,NA,NA,"January 15, 2019 → October 23, 2019",NA,Complete-2019,NA,NA,Treatment won't see the bubbles indicating they are progressing on their streak,9.7.1,47a71922-1659-46a4-8d34-d41f3dd81f22
iOS Always Open App to Log Tab,No,https://analytics.amplitude.com/loseit/dashboard/p42t1ow,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1H_lD51riEmv4EN6U7pW-rMWXIQ5uNlyi/view, https://docs.google.com/spreadsheets/d/15NPFco3OeaX1Gvk6BzjMwwPm704b3Qo1_5x_YE5291s/edit",NA,NA,NA,NA,NA,NA,NA,"January 14, 2019 → February 5, 2019",NA,Complete-2019,"Sarah Molhan, Alex Wilson, Patrick Rills, Robert Mohr",NA,NA,NA,462708df-a223-4270-8f3a-6894877d294b
iOS Longboarding v1,No,https://docs.google.com/spreadsheets/d/1ezW4JEyt9OHsgV0ffZdAWV4znRu-XhRqZAIMYUT3yEY/edit?usp=sharing,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1CLVmA--3m9Vj9mB20b3nakwk55kbVm5Z/view, https://drive.google.com/file/d/1dH1MdahrCs4Wr4Jy6DzIU_44pULqQCk4/view, https://docs.google.com/spreadsheets/d/1ezW4JEyt9OHsgV0ffZdAWV4znRu-XhRqZAIMYUT3yEY/edit#gid=574696567",NA,NA,NA,NA,NA,NA,NA,"December 21, 2018 → December 28, 2018",NA,Complete-2019,"Olivia Xu, Raj Sathianarayanan, Alex Wilson, Eric Puidokas, Whitney Klinkner, Robert Mohr",NA,NA,NA,a4aa9f9b-33d4-4be3-86d2-d43ca7fcbf7b
Android Longboarding v1,No,https://docs.google.com/spreadsheets/d/1ezW4JEyt9OHsgV0ffZdAWV4znRu-XhRqZAIMYUT3yEY/edit?usp=sharing,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,https://drive.google.com/file/d/1dH1MdahrCs4Wr4Jy6DzIU_44pULqQCk4/view,NA,NA,NA,NA,NA,NA,NA,"December 18, 2018 → December 28, 2018",NA,Complete-2019,"Olivia Xu, Raj Sathianarayanan, Alex Wilson, Eric Puidokas, Whitney Klinkner, Robert Mohr",NA,NA,NA,d1989d3d-f81c-4f9d-af11-689d5610987e
Hide Social for 50% of new users,No,https://analytics.amplitude.com/loseit/dashboard/96qrdqj,NA,NA,NA,NA,No,NA,NA,UI Changes,NA,NA,NA,"Experiment%201f19a/AndHideSocial_01_17_2019.pdf, Experiment%201f19a/ioshidesocial_01_15_2019.pdf",NA,NA,NA,NA,NA,NA,NA,"December 13, 2018 → December 27, 2018",NA,Complete-2019,"Sarah Molhan, Patrick Rills, Alex Wilson, Olivia Xu, Paul Heayn",NA,NA,NA,3e574d86-00a3-413b-9323-7fb30ff80030
iOS Trial Offer that's scrollable with terms,No,https://analytics.amplitude.com/loseit/dashboard/rjdcuq1,NA,NA,NA,NA,No,NA,NA,Trial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December 13, 2018 → December 18, 2018",NA,Complete-2018,"Paul Heayn, Patrick Rills, Olivia Xu, Whitney Klinkner",NA,NA,NA,bf555bb2-f30b-4fbd-a9a1-62085fec429b
iOS Log Header Discoverability (Dots + More 4 way),No,https://s3-us-west-2.amazonaws.com/secure.notion-static.com/44ec6d5f-af73-49c6-8958-d22021f49b09/iOS_Dots,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/10L163PykT2JDe49IXO5E8ehxtrJUtqZz/view, https://docs.google.com/spreadsheets/d/1GsXBY4xzneYySNJFy_xP3Zr26vQv2WruRLEIMPU5LlA/edit#gid=1063807029",NA,NA,NA,NA,NA,NA,NA,"December 13, 2018 → January 7, 2019",NA,Complete-2019,"Steve Massaroni, Pete Wierzsomething, Sarah Molhan, Robert Mohr",NA,NA,NA,c6a247b9-b3aa-4f92-985b-35fcd53ac9b2
"Trial page has X instead of ""No"" button (iOS 9.6.6, No Android)",No,https://s3-us-west-2.amazonaws.com/secure.notion-static.com/e082095d-9a47-4dff-a4e3-3e1a6f21b9eb/IMG_9985.png,NA,NA,NA,NA,No,NA,NA,Trial,NA,NA,NA,Experiment%201f19a/ios_trial_X_button_12_17_2018.pdf,NA,NA,NA,NA,NA,NA,NA,"December 5, 2018 → December 10, 2018",NA,Complete-2018,"Patrick Rills, Paul Heayn, Alex Wilson, Sarah Molhan, Olivia Xu",NA,NA,NA,093dcf04-3e70-4c55-a633-df32c3970cc9
Android Remove Cannon,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"November 14, 2018 → December 10, 2018",NA,Complete-2018,"Sarah Molhan, Patrick Rills, Alex Wilson, Robert Mohr",NA,NA,NA,d393bf31-d694-4684-8342-0691363ae82e
iOS Remove Cannon,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1ufyw8AQFI54d7UszQkU-G1IyB9mOZ_A5/view, https://drive.google.com/file/d/1mLbmi4IwePG2snTwJNShSnCm3BpiNkTr/view",NA,NA,NA,NA,NA,NA,NA,"November 6, 2018 → December 10, 2018",NA,Complete-2018,"Sarah Molhan, Patrick Rills, Alex Wilson, Robert Mohr",NA,NA,NA,c72c9785-c578-4f10-8101-771cefe652a4
Trial for signing-in reactivated users,No,https://drive.google.com/open?id=158vROb196c5l7BDquvKgKCNXyd4RtlHL,NA,NA,NA,NA,No,NA,NA,"Onboarding, Trial",NA,NA,NA,https://drive.google.com/file/d/158vROb196c5l7BDquvKgKCNXyd4RtlHL/view,NA,NA,NA,NA,NA,NA,NA,"October 29, 2018 → November 11, 2018",NA,Complete-2018,"Sarah Molhan, Alex Wilson, Patrick Rills, Olivia Xu",NA,NA,NA,b66c0f5e-ef60-4438-bfd8-bb43d6b83234
Appman Habit Building Tip on Day 1,No,NA,NA,NA,NA,NA,No,NA,NA,"Appman, Engagement, IAM",NA,NA,NA,NA,NA,Nadja Arifovic,"Android, iOS",NA,NA,NA,NA,NA,NA,Development,"Danielle Goryl, Seung Kim",NA,"We want to demonstrate value to users early in their journey. We’ve incorporated Habit Building tips into onboarding and we extend that into early user sessions. One way to do this is to send an Appman/SurveyGurl campaign on Day 1. This can go to both Free and Premium/Trial users to evaluate the impact it has on engagement/retention as well as upgrades. Make sure it doesn’t interfere with sales messages, tutorial, mark day complete survey",NA,d75186b0-6ff6-42a6-a39d-746d98ffd268
iOS: Calculating Plan in Reactivation Onboarding,No,"Use the ""Standard Experiment Template"" or ""Onboarding Experiment Template"" here: https://analytics.amplitude.com/loseit/template/gallery",https://analytics.amplitude.com/loseit/dashboard/6biglg2?source=dashboard%20template?source=copy+url,NA,NA,"iOSReactOnbLoadingScreen2(7757.l1aqys7s)-_default
iOSReactOnbLoadingScreen2(7757.l1aqys7s)-iOSReactLoading",No,"STANDARD
-10% in day 2 retention, -10% in bookings, or -10% in % of users on premium (trial or not) within 72h of onboarding. 

+15% in day 2 retention, + 15% in bookings, or +15% in % of users on premium (trial or not) within 72h of onboarding.",NA,Reactivation,"What is the immediate action being taken when you move the card to ""Complete""?",Higher bpp in the treatment,NA,NA,NA,Seung Kim,iOS,"Post in #experiments-team, asking Robert to generate this for you. Share details of the experiment with him (or just this card)",NA,NA,NA,NA,NA,Ready,Danielle Goryl,"March 30, 2022 → April 4, 2022",Users in the treatment will see a loading page,14.2.300,55c55544-1da2-40f7-9cc4-f0bbdf948d00
Android Calm Purchase Page,No,"Use the ""Standard Experiment Template"" or ""Onboarding Experiment Template"" here: https://analytics.amplitude.com/loseit/template/gallery",NA,NA,NA,"""experiments"" value from https://loseit.com/m/configuration?format=complex",No,"STANDARD
-10% in day 2 retention, -10% in bookings, or -10% in % of users on premium (trial or not) within 72h of onboarding. 

+15% in day 2 retention, + 15% in bookings, or +15% in % of users on premium (trial or not) within 72h of onboarding.",NA,Purchase Page,"What is the immediate action being taken when you move the card to ""Complete""?",What do you expect to happen?,NA,NA,NA,"Danielle Goryl, Seung Kim",Android,NA,NA,NA,NA,NA,Experiment%201f19a/Screenshot_20211221-141721.png,Ready,Dave Gedarovich,NA,"Treatment: new Calm-style purchase page offering yearly & monthly plans
Control: our multi-product purchase page offering yearly & quarterly plans.",Available to start testing in 13.6.600.,93a9d9db-a23f-4a45-8b93-1360f1dd684c
Onboarding Exp on both platforms: Tell people we don't share their data at all. [after prem onboarding exps are done],No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Development,NA,NA,NA,NA,f30da9b6-1455-4e65-b232-84864f82ef49
iOS Trial Warming Page,No,https://analytics.amplitude.com/loseit/dashboard/ociaoch,NA,NA,NA,"iOSOnbTrialWarming(7575.ku2r2ogo)-iOSTrialWarm
iOSOnbTrialWarming(7575.ku2r2ogo)-_default",No,"-10% in day 2 retention, -10% in bookings, or -10% in % of users on premium (trial or not) within 72h of onboarding. 

+15% in day 2 retention, + 15% in bookings, or +15% in % of users on premium (trial or not) within 72h of onboarding.",NA,Onboarding,"What is the immediate action being taken when you move the card to ""Complete""?","Sarah: Increase bookings w/o impacting retention (better frame of mind for trial page)

Rills: Increase retention and hurt or not impact bookings (makes the app feel less paid-only)",NA,NA,NA,NA,iOS,"New iOS Users (10/4/2021)
Percent Change	Sample Size per Cohort
1%	8908980
2%	2227246
3%	989887
4%	556812
5%	356360
6%	247473
7%	181817
8%	139204
9%	109988
10%	89091",NA,NA,NA,NA,NA,Development,NA,"October 6, 2021 → October 10, 2021","Treatment: This ""we're rooting for you!"" page appears between the account creation & trial page

Control: account creation page is right before trial page",13.5.300,1d543755-ff42-4701-99d8-162c3f91c821
